4.063492063492063489e-02 8.000000000000000000e+01
1.497687074829932019e+00 7.700000000000000000e+01
1.718276643990929831e+00 7.600000000000000000e+01
4.440816326530612201e+00 7.700000000000000000e+01
4.678820861678004484e+00 7.700000000000000000e+01
4.974875283446712260e+00 7.600000000000000000e+01
5.172244897959183518e+00 7.200000000000000000e+01
5.323174603174603448e+00 6.900000000000000000e+01
5.508934240362812318e+00 7.700000000000000000e+01
5.729523809523809241e+00 7.200000000000000000e+01
6.501587301587301582e+00 6.900000000000000000e+01
6.762811791383220417e+00 6.900000000000000000e+01
6.954376417233560481e+00 6.700000000000000000e+01
7.134331065759637269e+00 6.700000000000000000e+01
7.285260770975057198e+00 6.500000000000000000e+01
7.505850340136055010e+00 6.500000000000000000e+01
7.755464852607709680e+00 6.200000000000000000e+01
7.935419501133787357e+00 6.200000000000000000e+01
8.115374149659864145e+00 6.000000000000000000e+01
8.283718820861677656e+00 6.000000000000000000e+01
8.481088435374150691e+00 6.000000000000000000e+01
8.707482993197279697e+00 5.900000000000000000e+01
1.638748299319727764e+01 6.300000000000000000e+01
1.668934240362811749e+01 6.400000000000000000e+01
1.728725623582766602e+01 6.200000000000000000e+01
1.814639455782312893e+01 5.900000000000000000e+01
1.840761904761904688e+01 6.100000000000000000e+01
1.865723356009070244e+01 6.200000000000000000e+01
1.894748299319727991e+01 6.400000000000000000e+01
1.918548752834467308e+01 6.500000000000000000e+01
1.969052154195011539e+01 6.700000000000000000e+01
2.000979591836734883e+01 6.900000000000000000e+01
2.026521541950113559e+01 7.100000000000000000e+01
2.075863945578231196e+01 7.200000000000000000e+01
2.106630385487528301e+01 7.400000000000000000e+01
2.133913832199546690e+01 7.600000000000000000e+01
2.186739229024943398e+01 6.900000000000000000e+01
2.237823129251700749e+01 6.900000000000000000e+01
2.321414965986394563e+01 6.700000000000000000e+01
2.330122448979591709e+01 6.500000000000000000e+01
2.338249433106576092e+01 6.800000000000000000e+01
2.358566893424036337e+01 6.700000000000000000e+01
2.364952380952381006e+01 6.500000000000000000e+01
2.375981859410430985e+01 6.700000000000000000e+01
2.385269841269841251e+01 6.900000000000000000e+01
2.450285714285714178e+01 6.500000000000000000e+01
2.468281179138321946e+01 6.300000000000000000e+01
3.602575963718820873e+01 7.900000000000000000e+01
3.659464852607710128e+01 7.400000000000000000e+01
3.716353741496598673e+01 7.700000000000000000e+01
3.771501133786848214e+01 7.600000000000000000e+01
3.827229024943310520e+01 7.400000000000000000e+01
3.879473922902494110e+01 7.200000000000000000e+01
3.935201814058957126e+01 7.100000000000000000e+01
3.969451247165532948e+01 7.200000000000000000e+01
3.991510204081632907e+01 7.400000000000000000e+01
4.021115646258503773e+01 6.900000000000000000e+01
4.331682539682540067e+01 6.900000000000000000e+01
4.348517006802720886e+01 7.300000000000000000e+01
4.366512471655328653e+01 7.600000000000000000e+01
4.393795918367347042e+01 7.800000000000000000e+01
4.426884353741496625e+01 7.600000000000000000e+01
4.481451247165532692e+01 7.200000000000000000e+01
4.629478458049887024e+01 7.500000000000000000e+01
4.659664399092970655e+01 7.300000000000000000e+01
4.683464852607709616e+01 7.600000000000000000e+01
4.704362811791383336e+01 7.300000000000000000e+01
4.723519274376417343e+01 7.600000000000000000e+01
4.740353741496598872e+01 7.300000000000000000e+01
4.760671201814059117e+01 7.600000000000000000e+01
4.779247165532879649e+01 7.300000000000000000e+01
4.802467120181405846e+01 7.600000000000000000e+01
4.854712018140589436e+01 7.300000000000000000e+01
4.897668934240363114e+01 8.100000000000000000e+01
4.924952380952380793e+01 7.600000000000000000e+01
5.089233560090703179e+01 7.600000000000000000e+01
5.101424036281179042e+01 7.400000000000000000e+01
5.194303854875283832e+01 6.800000000000000000e+01
5.206494331065759695e+01 7.100000000000000000e+01
5.226231292517007176e+01 7.500000000000000000e+01
5.240163265306122753e+01 7.300000000000000000e+01
5.310403628117914110e+01 7.100000000000000000e+01
5.331301587301587119e+01 7.400000000000000000e+01
5.380643990929705467e+01 6.700000000000000000e+01
5.391673469387755091e+01 7.100000000000000000e+01
5.410249433106576333e+01 7.400000000000000000e+01
5.454367346938775540e+01 6.500000000000000000e+01
5.468299319727891117e+01 6.900000000000000000e+01
5.483392290249432932e+01 7.200000000000000000e+01
5.518222222222222229e+01 6.400000000000000000e+01
5.532734693877551280e+01 6.700000000000000000e+01
5.544925170068027143e+01 7.100000000000000000e+01
5.579755102040816439e+01 6.200000000000000000e+01
5.590204081632653299e+01 6.400000000000000000e+01
5.605297052154195114e+01 6.900000000000000000e+01
5.630258503401360315e+01 6.900000000000000000e+01
5.648253968253968083e+01 6.700000000000000000e+01
5.670312925170068041e+01 6.700000000000000000e+01
5.684244897959183618e+01 6.500000000000000000e+01
5.714430839002267959e+01 6.500000000000000000e+01
5.731265306122448777e+01 6.200000000000000000e+01
5.764934240362811835e+01 6.200000000000000000e+01
5.786993197278911794e+01 6.000000000000000000e+01
5.895546485260771163e+01 5.900000000000000000e+01
5.908317460317460501e+01 6.000000000000000000e+01
5.920507936507936364e+01 6.200000000000000000e+01
5.934439909297051940e+01 6.400000000000000000e+01
5.948952380952380992e+01 6.500000000000000000e+01
5.965786848072562520e+01 6.700000000000000000e+01
5.984943310657596527e+01 6.800000000000000000e+01
6.037768707482993591e+01 6.800000000000000000e+01
6.081886621315192798e+01 6.900000000000000000e+01
6.095238095238095610e+01 7.100000000000000000e+01
6.109750566893423951e+01 7.200000000000000000e+01
6.121360544217687050e+01 7.400000000000000000e+01
6.137034013605442340e+01 7.100000000000000000e+01
6.149224489795918203e+01 6.700000000000000000e+01
6.171863945578231636e+01 6.500000000000000000e+01
6.177088435374150066e+01 6.900000000000000000e+01
6.562539682539683383e+01 7.100000000000000000e+01
6.610721088435374782e+01 7.400000000000000000e+01
6.640907029478458412e+01 7.100000000000000000e+01
6.718693877551019966e+01 6.600000000000000000e+01
6.773260770975056744e+01 6.500000000000000000e+01
6.973532879818594665e+01 6.800000000000000000e+01
7.498303854875283037e+01 7.300000000000000000e+01
7.512816326530612798e+01 7.600000000000000000e+01
7.533714285714286518e+01 7.700000000000000000e+01
7.551129251700680811e+01 7.900000000000000000e+01
7.567963718820861629e+01 8.000000000000000000e+01
7.608018140589568645e+01 7.900000000000000000e+01
7.624272108843537410e+01 7.800000000000000000e+01
7.644009070294784181e+01 7.700000000000000000e+01
7.664326530612244426e+01 7.600000000000000000e+01
7.682902494331065668e+01 7.400000000000000000e+01
7.701478458049886910e+01 7.200000000000000000e+01
7.724117913832199633e+01 6.900000000000000000e+01
7.740952380952380452e+01 6.500000000000000000e+01
