4.818140589569161136e+00 8.700000000000000000e+01
4.963265306122448983e+00 8.700000000000000000e+01
5.056145124716553418e+00 8.300000000000000000e+01
5.247709750566893483e+00 8.400000000000000000e+01
5.369614512471655665e+00 8.400000000000000000e+01
5.497324263038549041e+00 8.300000000000000000e+01
5.636643990929705694e+00 8.100000000000000000e+01
5.770158730158730265e+00 8.300000000000000000e+01
5.909478458049886918e+00 8.400000000000000000e+01
5.979138321995464800e+00 8.300000000000000000e+01
6.060408163265305959e+00 8.100000000000000000e+01
6.182312925170068141e+00 7.900000000000000000e+01
6.286802721088435852e+00 8.100000000000000000e+01
6.426122448979591617e+00 8.100000000000000000e+01
6.565442176870748270e+00 7.900000000000000000e+01
6.704761904761904923e+00 7.800000000000000000e+01
6.820861678004535023e+00 7.900000000000000000e+01
6.931156462585033928e+00 7.800000000000000000e+01
7.041451247165532834e+00 7.600000000000000000e+01
7.157551020408163822e+00 7.400000000000000000e+01
9.183492063492064261e+00 8.700000000000000000e+01
9.322811791383220026e+00 8.700000000000000000e+01
9.456326530612244596e+00 8.400000000000000000e+01
9.618866213151926914e+00 8.400000000000000000e+01
9.734965986394557902e+00 8.400000000000000000e+01
9.839455782312924725e+00 8.300000000000000000e+01
9.990385487528344655e+00 8.100000000000000000e+01
1.009487528344671148e+01 8.300000000000000000e+01
1.024580498866213141e+01 8.400000000000000000e+01
1.031546485260770929e+01 8.300000000000000000e+01
1.037931972789115598e+01 8.100000000000000000e+01
1.051283446712018232e+01 7.900000000000000000e+01
1.065795918367346928e+01 8.100000000000000000e+01
1.080308390022675802e+01 8.300000000000000000e+01
1.095981859410430914e+01 8.400000000000000000e+01
1.109913832199546491e+01 8.300000000000000000e+01
1.160997732426303841e+01 8.600000000000000000e+01
1.353142857142857203e+01 8.600000000000000000e+01
1.369396825396825434e+01 8.600000000000000000e+01
1.386231292517006786e+01 8.300000000000000000e+01
1.399582766439909243e+01 8.500000000000000000e+01
1.408870748299319686e+01 8.500000000000000000e+01
1.421061224489795904e+01 8.400000000000000000e+01
1.436734693877551017e+01 8.100000000000000000e+01
1.449505668934240354e+01 8.400000000000000000e+01
1.463437641723356109e+01 8.400000000000000000e+01
