9.351836734693877773e+00 7.700000000000000000e+01
9.845260770975057696e+00 7.600000000000000000e+01
1.038512471655328895e+01 7.400000000000000000e+01
1.095401360544217795e+01 7.400000000000000000e+01
1.149387755102040920e+01 7.200000000000000000e+01
1.202793650793650748e+01 7.000000000000000000e+01
1.229496598639455840e+01 6.700000000000000000e+01
1.255619047619047635e+01 6.400000000000000000e+01
1.282902494331065846e+01 7.100000000000000000e+01
1.299156462585034078e+01 7.000000000000000000e+01
1.370557823129251673e+01 6.700000000000000000e+01
1.803609977324262914e+01 6.200000000000000000e+01
1.822766439909296921e+01 6.500000000000000000e+01
1.845986394557823118e+01 6.700000000000000000e+01
1.924934240362811977e+01 7.200000000000000000e+01
1.972535147392290256e+01 6.800000000000000000e+01
2.024199546485260726e+01 6.700000000000000000e+01
2.143201814058956955e+01 6.700000000000000000e+01
2.155392290249433174e+01 7.000000000000000000e+01
2.167582766439909392e+01 7.200000000000000000e+01
2.209378684807256121e+01 7.000000000000000000e+01
2.620952380952380878e+01 6.100000000000000000e+01
2.637786848072562407e+01 6.600000000000000000e+01
2.648816326530612386e+01 6.800000000000000000e+01
2.666811791383220154e+01 7.200000000000000000e+01
2.690031746031745996e+01 7.400000000000000000e+01
2.714993197278911552e+01 7.800000000000000000e+01
2.745179138321995538e+01 7.700000000000000000e+01
2.839219954648526212e+01 5.900000000000000000e+01
2.852571428571428669e+01 6.300000000000000000e+01
2.868825396825396723e+01 6.700000000000000000e+01
2.883337868480725774e+01 6.900000000000000000e+01
2.907718820861678211e+01 7.200000000000000000e+01
2.932680272108843766e+01 7.500000000000000000e+01
2.961124716553288039e+01 7.600000000000000000e+01
2.987827664399092953e+01 7.500000000000000000e+01
3.015691609977324461e+01 6.400000000000000000e+01
3.464417233560090637e+01 6.100000000000000000e+01
3.629278911564625787e+01 6.300000000000000000e+01
3.714031746031746195e+01 6.700000000000000000e+01
3.738993197278911396e+01 7.200000000000000000e+01
3.769179138321995737e+01 7.400000000000000000e+01
3.809233560090702753e+01 7.400000000000000000e+01
3.929396825396825221e+01 7.400000000000000000e+01
3.981641723356008811e+01 7.400000000000000000e+01
4.062331065759637028e+01 7.000000000000000000e+01
4.161015873015873012e+01 7.000000000000000000e+01
4.275954648526077051e+01 6.700000000000000000e+01
4.360707482993197459e+01 7.300000000000000000e+01
4.477387755102041211e+01 7.600000000000000000e+01
4.530213151927437565e+01 7.500000000000000000e+01
4.587682539682539584e+01 7.400000000000000000e+01
4.638185941043084171e+01 6.900000000000000000e+01
4.693913832199546476e+01 6.900000000000000000e+01
4.723519274376417343e+01 6.400000000000000000e+01
4.732226757369614489e+01 6.700000000000000000e+01
4.775183673469388168e+01 6.300000000000000000e+01
4.775764172335600932e+01 6.100000000000000000e+01
4.810594104308390229e+01 6.200000000000000000e+01
